,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
0,0.0,24.55816666666667,30.688333333333333,12.599,11.573333333333332,20.322666666666667,36.392,27.887999999999998,17.4155,22.112333333333332,28.63,10.812333333333333,39.075,21.686833333333333,16.11133333333333
1,24.55816666666667,0.0,42.20516666666666,24.115833333333335,12.987333333333334,13.487166666666667,12.529333333333334,39.404833333333336,28.932333333333336,33.62916666666667,4.767166666666666,22.329166666666666,15.212166666666667,11.942833333333335,10.901166666666667
2,30.688333333333333,42.20516666666666,0.0,25.022499999999997,29.220333333333333,37.96966666666666,54.039,5.3815,29.839,8.631666666666666,46.276833333333336,22.775166666666667,56.722,39.33383333333334,33.75833333333333
3,12.599,24.115833333333335,25.022499999999997,0.0,11.131,19.880333333333333,35.949666666666666,22.222166666666666,5.211166666666667,16.4465,28.1875,5.1466666666666665,38.632666666666665,21.244500000000002,15.669
4,11.573333333333332,12.987333333333334,29.220333333333333,11.131,0.0,8.751833333333334,24.821166666666667,26.42,15.9475,20.644166666666667,17.059,9.344333333333333,27.504166666666666,10.116000000000001,4.5405
5,20.322666666666667,13.487166666666667,37.96966666666666,19.880333333333333,8.751833333333334,0.0,25.321,35.169333333333334,24.696833333333334,29.3935,17.558833333333332,18.093666666666664,28.004,10.615833333333335,4.211333333333333
6,36.392,12.529333333333334,54.039,35.949666666666666,24.821166666666667,25.321,0.0,51.23866666666667,40.76616666666666,45.463,7.762166666666667,34.163000000000004,2.683,23.7765,22.735
7,27.887999999999998,39.404833333333336,5.3815,22.222166666666666,26.42,35.169333333333334,51.23866666666667,0.0,27.038666666666664,5.831333333333333,43.4765,19.974833333333333,53.92166666666667,36.533500000000004,30.957833333333333
8,17.4155,28.932333333333336,29.839,5.211166666666667,15.9475,24.696833333333334,40.76616666666666,27.038666666666664,0.0,21.262999999999998,33.004,9.963,43.44916666666666,26.061,20.485500000000002
9,22.112333333333332,33.62916666666667,8.631666666666666,16.4465,20.644166666666667,29.3935,45.463,5.831333333333333,21.262999999999998,0.0,37.700833333333335,14.199166666666667,48.145833333333336,30.75766666666667,25.182166666666667
10,28.63,4.767166666666666,46.276833333333336,28.1875,17.059,17.558833333333332,7.762166666666667,43.4765,33.004,37.700833333333335,0.0,26.40083333333333,10.445166666666667,16.0145,14.972833333333334
11,10.812333333333333,22.329166666666666,22.775166666666667,5.1466666666666665,9.344333333333333,18.093666666666664,34.163000000000004,19.974833333333333,9.963,14.199166666666667,26.40083333333333,0.0,36.846000000000004,19.457833333333333,13.882333333333333
12,39.075,15.212166666666667,56.722,38.632666666666665,27.504166666666666,28.004,2.683,53.92166666666667,43.44916666666666,48.145833333333336,10.445166666666667,36.846000000000004,0.0,26.4595,25.418
13,21.686833333333333,11.942833333333335,39.33383333333334,21.244500000000002,10.116000000000001,10.615833333333335,23.7765,36.533500000000004,26.061,30.75766666666667,16.0145,19.457833333333333,26.4595,0.0,8.029833333333334
14,16.11133333333333,10.901166666666667,33.75833333333333,15.669,4.5405,4.211333333333333,22.735,30.957833333333333,20.485500000000002,25.182166666666667,14.972833333333334,13.882333333333333,25.418,8.029833333333334,0.0
