,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
0,0.0,37.941,24.881500000000003,21.246333333333332,37.4555,37.655,30.316666666666666,41.41983333333334,39.7785,45.275,48.421166666666664,45.977833333333336,25.2575,32.78616666666667,18.2595,37.01883333333333,49.25466666666667,40.58183333333333,34.032333333333334,29.420666666666666,21.993,38.78416666666667,33.0055,19.848166666666668,45.292500000000004
1,40.7555,0.0,21.169,24.84,2.9983333333333335,18.556333333333335,19.078,34.147000000000006,20.679666666666666,11.227166666666667,12.6815,11.93,31.5165,14.057166666666665,24.5185,2.8063333333333333,13.514833333333334,10.8235,18.4725,23.1635,28.252,31.861666666666668,8.341666666666667,26.107166666666668,9.973
2,23.886166666666668,18.755166666666664,0.0,7.9705,18.269833333333334,22.164499999999997,12.979666666666667,22.516000000000002,24.28783333333333,24.539833333333334,29.235500000000002,25.242666666666665,14.647166666666667,12.050999999999998,7.649,17.833000000000002,30.068833333333334,19.846666666666668,17.919666666666668,10.548,11.3825,19.809166666666666,13.819833333333333,9.237666666666666,25.761833333333335
3,19.852500000000003,20.8245,7.765,0.0,20.339,20.538666666666664,13.200166666666666,24.303333333333335,22.662,28.1585,31.304666666666666,28.861333333333334,10.613333333333333,15.669666666666666,3.615333333333333,19.902333333333335,32.13816666666666,23.465333333333334,16.915833333333335,12.304166666666667,7.348833333333333,21.667666666666666,15.889000000000001,5.204,28.176
4,39.777,2.8673333333333333,19.890833333333333,23.8615,0.0,17.278166666666667,17.799833333333332,33.1685,19.4015,12.719666666666665,13.999666666666666,13.422500000000001,30.538,12.779166666666667,23.540000000000003,2.597166666666667,14.833,11.136333333333333,17.1945,22.185,27.273333333333333,30.883166666666668,7.3629999999999995,25.1285,11.465499999999999
5,41.74783333333333,20.0535,24.6915,25.83216666666667,19.568166666666666,0.0,15.585166666666668,40.42666666666666,5.633666666666667,14.549666666666667,30.533833333333334,16.751333333333335,32.476,20.981333333333335,25.51066666666667,19.131333333333334,29.377333333333336,17.191333333333333,16.116333333333333,28.427666666666667,29.24416666666667,37.79116666666666,18.021333333333335,27.099333333333334,23.106333333333335
6,31.510833333333334,17.575499999999998,14.7035,15.595333333333334,17.09016666666667,13.5275,0.0,30.189833333333336,15.650833333333333,17.659666666666666,27.947333333333333,20.17,22.239166666666666,13.501666666666667,15.273833333333332,16.653333333333332,28.78083333333333,15.920666666666667,7.052333333333333,18.19066666666667,19.007166666666667,27.554166666666667,14.8535,16.8625,21.835833333333333
7,45.67616666666667,34.667833333333334,22.233333333333334,29.485500000000002,34.1825,42.04566666666666,34.12116666666667,0.0,44.16916666666667,43.2735,45.148,43.97633333333333,29.771166666666666,31.94816666666667,29.439166666666665,33.745666666666665,45.9815,40.793,39.061166666666665,14.731166666666667,32.8255,20.283666666666665,29.732333333333333,31.027833333333334,42.01933333333333
8,42.653999999999996,20.523500000000002,25.161333333333335,26.7385,20.038,5.242333333333334,16.491333333333333,41.333,0.0,15.019499999999999,31.003666666666668,17.221166666666665,33.382333333333335,21.451166666666666,26.416999999999998,19.601333333333333,29.847166666666666,17.661166666666666,17.0225,29.333833333333335,30.1505,38.69733333333333,18.49116666666667,28.005666666666666,23.576166666666666
9,40.683166666666665,15.344666666666665,22.28966666666667,24.767666666666667,16.062166666666666,13.439,18.594833333333334,39.36216666666667,14.232666666666667,0.0,23.289833333333334,8.217166666666666,31.4115,18.579666666666665,24.446166666666667,16.59,20.073333333333334,13.7855,16.146833333333333,27.363166666666665,28.179666666666666,36.7265,15.619666666666665,26.03483333333333,12.766
